OID,PID
87,621
88,808
89,87
89,87
89,87
89,139
89,866
89,866
89,850
89,850
89,204
89,204
89,204
90,744
90,744
90,799
90,799
90,425
90,233
90,233
91,390
91,390
91,62
91,62
91,62
92,589
92,589
92,589
93,396
93,461
93,461
93,405
93,405
93,405
93,325
93,325
93,325
93,555
93,555
93,555
94,3
94,3
94,3
94,781
94,932
94,644
94,644
95,274
95,274
95,274
95,867
95,707
95,32
96,840
96,840
96,840
96,842
96,842
96,842
96,501
97,108
97,108
97,381
97,381
97,381
97,684
97,684
97,684
97,251
97,123
97,123
97,123
98,500
98,500
98,500
98,877
98,877
98,806
98,806
98,867
98,867
98,357
98,357
99,927
99,382
99,382
99,382
100,86
100,86
100,86
100,128
100,366
100,366
100,366
100,626
100,626
101,42
101,42
101,42
101,370
101,370
102,308
102,308
102,408
102,669
102,669
102,921
102,921
102,921
103,687
103,687
104,625
104,625
104,625
104,453
104,937
104,937
104,758
104,758
104,758
104,813
104,813
105,633
105,633
105,406
105,850
105,850
105,850
106,476
106,476
106,476
106,848
106,848
106,306
107,581
107,600
107,600
108,81
108,305
108,305
108,305
108,926
108,926
108,628
108,628
109,995
109,361
109,361
109,327
109,409
109,409
109,288
110,959
110,959
110,959
111,668
111,900
111,900
111,900
111,473
111,473
111,473
111,323
112,231
112,231
112,925
112,925
112,925
112,305
112,41
112,729
113,609
113,609
114,512
114,512
114,512
114,465
114,465
114,465
115,209
115,209
116,91
116,374
116,909
116,909
116,909
117,82
117,775
117,775
117,525
117,525
117,525
117,290
117,290
118,412
118,155
118,155
118,155
119,458
119,148
119,148
119,636
119,284
119,353
120,846
120,846
120,846
121,97
121,234
121,234
121,234
122,243
122,243
122,665
122,665
122,665
122,301
122,301
122,423
122,423
122,423
123,784
123,195
123,195
124,680
124,632
124,632
124,632
125,32
125,242
125,242
125,695
125,695
125,61
125,61
125,61
126,36
126,36
126,36
126,210
126,210
126,210
126,1005
126,1005
126,850
126,850
126,850
127,225
127,225
127,225
127,302
128,421
128,469
128,469
128,340
128,340
128,789
128,789
129,611
129,611
129,288
129,288
130,918
130,482
130,378
130,378
130,378
130,551
130,551
130,551
130,445
130,445
131,794
131,80
131,97
131,97
131,97
132,669
132,669
132,669
133,971
133,971
133,971
133,798
133,798
133,356
133,356
133,204
133,204
133,204
133,721
133,721
134,1014
134,1014
134,1014
135,986
135,583
135,583
136,140
136,221
136,221
137,21
137,28
137,28
137,28
138,889
138,889
139,154
139,498
139,498
140,718
140,718
140,846
140,846
140,846
140,842
141,475
141,475
141,778
141,778
141,778
141,284
142,42
142,42
142,42
143,703
143,703
143,703
143,790
143,790
143,790
144,290
144,977
144,977
144,941
144,941
144,941
144,850
144,850
145,874
145,874
145,72
145,72
145,72
145,334
145,334
146,46
146,46
146,46
146,305
146,305
147,326
147,425
147,645
147,645
147,645
147,10
147,10
147,10
148,224
148,591
148,1010
148,1010
148,1010
149,956
149,956
149,956
149,373
149,373
149,476
149,476
149,350
149,350
149,350
150,864
150,864
150,1010
150,752
151,705
151,586
151,586
151,756
152,288
152,288
152,288
152,236
152,449
152,449
152,449
152,111
153,378
153,378
153,230
154,417
154,417
154,417
155,400
155,400
155,400
155,37
155,37
155,95
155,95
155,95
155,70
155,70
156,813
156,813
156,813
157,179
157,179
157,690
157,690
157,690
157,882
157,882
157,882
157,747
157,747
158,915
158,915
158,665
158,665
158,665
158,80
158,80
158,686
158,686
158,686
159,115
159,115
159,151
159,151
159,151
159,1000
159,1000
159,1000
159,90
159,90
160,260
160,881
160,881
160,648
160,915
160,915
160,784
160,784
161,874
161,874
161,874
161,710
161,212
161,549
162,403
162,403
162,403
163,564
163,564
163,586
163,586
163,586
163,477
163,477
163,477
163,203
163,106
163,106
164,378
164,378
164,378
165,454
165,454
165,454
165,1000
165,1000
165,594
166,799
166,799
166,911
166,911
166,871
166,940
166,417
167,77
167,77
167,77
167,99
167,99
167,644
167,417
167,417
167,69
167,69
167,69
168,604
168,604
168,604
168,945
168,27
168,1014
168,1014
168,995
169,737
169,461
169,461
169,461
170,307
170,256
170,256
170,521
170,65
170,65
170,65
170,965
171,132
171,132
171,132
172,308
172,308
172,600
172,600
172,900
172,900
173,399
173,399
173,999
173,999
173,999
173,74
173,74
174,349
174,349
174,349
174,922
175,556
175,556
175,556
175,341
175,341
175,341
176,687
176,983
176,983
176,147
176,147
176,147
176,122
176,687
176,687
177,352
177,352
178,817
178,817
178,817
179,379
179,379
179,872
179,872
179,300
179,300
179,300
179,1016
179,1016
180,261
180,261
180,898
180,898
180,869
181,290
181,290
181,290
181,500
181,621
181,621
181,621
181,296
181,296
182,824
182,824
182,824
182,370
182,893
183,144
183,144
183,998
183,70
183,70
183,70
184,849
184,557
184,557
184,368
184,368
184,398
184,398
184,398
184,503
184,503
184,503
185,796
185,796
185,626
185,626
185,626
185,763
185,763
185,763
185,711
185,904
186,661
186,37
186,37
187,779
187,320
187,320
187,320
187,903
187,903
187,903
187,15
187,15
187,299
187,299
187,299
188,703
188,703
188,703
188,611
188,611
188,611
188,146
188,982
189,172
189,172
189,172
189,179
189,179
189,179
190,440
191,616
191,616
191,616
191,1000
192,723
192,723
192,723
192,216
193,748
193,748
193,951
193,951
193,951
193,135
193,135
193,580
194,252
194,823
194,823
195,967
195,967
195,967
195,147
196,264
196,264
196,264
196,186
196,186
196,186
196,521
197,243
197,243
197,243
198,921
198,921
198,921
198,895
198,895
198,895
198,458
199,86
199,593
199,593
199,593
199,231
199,231
199,231
200,930
201,725
201,725
201,725
201,360
201,360
201,91
201,91
202,31
202,31
203,425
203,425
203,425
203,803
203,566
203,566
203,809
203,809
203,354
204,377
204,631
205,590
205,590
205,10
205,10
205,457
205,665
205,665
206,970
206,903
206,903
207,487
207,487
207,298
207,298
207,298
207,484
207,484
208,610
208,610
208,440
208,440
208,440
209,96
209,96
209,396
209,396
209,396
209,223
209,223
209,223
209,653
210,1003
211,426
211,426
211,426
212,501
212,501
212,501
213,728
214,980
214,980
214,635
214,635
214,635
214,18
214,18
215,56
215,56
215,56
215,480
215,480
215,106
215,106
215,106
215,390
215,895
215,895
216,683
216,683
216,683
217,716
217,716
217,716
217,442
217,94
217,94
217,94
218,828
218,445
218,445
218,294
218,294
218,294
219,978
219,978
219,978
219,737
219,684
219,684
219,684
219,722
219,722
220,304
220,495
221,706
221,706
222,34
222,525
222,127
222,803
222,795
223,257
223,257
224,598
224,598
224,854
224,895
224,895
224,895
224,913
225,902
225,902
226,665
227,401
228,321
228,321
228,334
228,334
228,334
229,657
229,657
229,131
229,131
229,476
229,301
229,277
229,277
229,277
230,955
230,209
230,209
230,297
230,297
231,299
231,299
231,299
231,915
231,972
231,972
232,684
232,498
232,498
232,498
232,368
232,368
232,410
232,410
233,681
233,385
233,385
233,385
233,712
233,156
234,477
234,875
234,372
234,411
234,27
234,27
235,552
235,552
236,673
236,673
236,673
236,297
236,483
236,84
236,84
236,84
236,814
237,242
237,242
237,621
237,621
237,621
237,844
237,844
238,35
238,35
239,934
240,308
240,308
240,308
240,850
240,680
240,37
240,37
240,37
240,121
241,185
241,697
241,697
241,54
241,54
242,91
242,91
242,91
243,308
243,308
243,308
243,445
243,445
243,838
243,838
243,254
243,835
244,533
244,533
244,120
244,120
244,120
244,511
244,455
244,542
244,542
244,542
245,387
245,387
245,263
245,263
245,263
245,560
245,560
245,560
246,693
246,693
246,693
246,781
247,360
247,18
247,18
247,18
247,587
247,587
248,529
248,263
248,249
248,249
249,897
249,897
249,530
249,791
249,791
249,4
249,554
249,554
249,554
250,975
250,975
250,507
250,507
250,254
250,254
250,254
250,101
250,101
250,101
250,600
250,600
251,497
251,497
251,737
251,737
251,737
251,179
251,179
251,190
251,190
251,190
251,78
252,239
252,239
252,239
253,435
253,435
253,435
253,608
253,608
253,608
253,316
253,316
253,298
253,298
253,298
254,364
254,448
254,448
254,809
254,215
254,215
254,467
254,467
255,852
255,852
255,332
255,808
255,808
255,45
255,45
256,847
256,847
256,847
257,243
257,243
257,804
257,804
257,71
257,71
257,823
257,194
258,32
258,244
258,244
258,244
258,253
258,253
259,235
259,235
259,235
259,691
259,394
259,394
259,394
260,686
260,796
260,442
260,442
261,485
261,485
261,485
261,377
261,377
261,377
261,956
262,925
262,960
262,630
262,376
262,376
262,279
262,279
263,427
263,427
263,427
263,632
263,632
263,854
263,854
263,854
263,405
263,405
263,405
264,798
264,798
264,215
264,215
264,279
264,279
264,279
264,273
265,28
265,28
266,219
266,219
266,86
267,239
267,32
268,422
268,422
268,422
269,927
269,193
270,255
270,255
270,255
270,365
270,365
270,365
270,652
270,652
270,171
270,171
270,585
270,585
271,52
271,443
271,443
271,443
271,929
271,929
271,436
271,567
271,567
271,567
272,637
272,420
272,420
272,298
272,485
272,485
272,350
273,859
273,859
273,859
274,197
274,197
274,919
274,919
274,919
274,32
274,32
274,32
274,1
274,1
274,434
274,434
275,158
275,158
275,158
275,571
275,245
275,245
276,606
276,606
276,885
276,885
276,770
276,770
276,231
276,262
276,262
277,911
277,911
278,564
278,717
278,717
278,826
278,826
279,871
279,705
279,705
279,893
279,893
279,280
280,54
280,54
280,591
280,591
280,36
280,36
280,448
280,448
280,10
281,968
281,968
281,156
281,156
281,156
282,95
282,95
282,95
282,590
282,590
282,590
282,292
282,292
283,245
283,692
283,358
283,358
283,358
284,214
284,214
284,64
284,64
284,64
285,459
285,459
285,1015
286,400
286,400
287,721
287,721
287,103
287,930
287,950
287,950
287,950
287,773
288,224
289,757
289,757
289,757
289,368
289,368
289,368
290,77
290,77
290,77
290,356
290,356
290,356
291,977
291,551
291,551
291,551
291,794
291,382
291,308
291,308
292,869
292,869
292,869
292,758
292,758
292,631
292,631
292,701
292,701
293,470
293,470
293,470
293,606
293,661
293,303
293,303
293,303
294,463
294,463
294,149
294,149
294,987
294,987
294,987
294,4
294,4
294,28
294,28
294,28
295,283
295,316
295,316
295,316
296,766
296,766
296,766
296,251
297,733
297,595
297,256
297,256
297,256
297,955
298,736
298,736
298,736
298,552
298,552
298,552
298,164
298,708
298,708
298,708
298,478
298,478
299,739
299,739
299,739
299,448
299,311
299,944
299,737
299,737
300,273
300,273
301,989
301,989
301,501
301,501
301,501
301,295
301,295
301,25
301,249
301,249
302,939
302,273
302,327
302,818
302,818
302,919
303,1011
303,1011
303,1011
303,462
303,462
303,462
303,303
303,303
303,608
303,608
303,608
303,891
303,891
304,620
304,620
304,918
305,361
305,361
305,668
305,668
306,912
306,136
306,528
306,507
306,507
306,507
307,330
307,330
308,333
308,333
308,773
308,773
308,907
308,907
308,907
308,989
309,744
309,747
309,747
309,794
309,648
309,648
310,838
310,838
310,838
310,990
310,990
310,990
310,115
310,562
310,562
310,562
310,199
311,208
311,28
312,172
313,514
313,67
313,67
313,67
313,553
314,410
314,410
314,410
314,49
314,49
314,777
314,777
314,777
315,220
315,220
316,199
316,199
316,199
316,175
316,298
316,590
317,660
317,660
317,660
317,223
317,223
317,183
317,183
317,498
317,498
317,276
317,276
317,276
318,168
319,989
319,32
319,32
319,313
319,313
319,313
319,300
319,225
319,225
319,225
320,328
320,328
320,471
320,471
320,471
321,299
321,299
321,132
321,132
321,132
321,92
321,312
321,312
321,312
322,195
322,195
322,933
322,933
323,630
323,630
323,903
323,903
323,903
323,646
323,646
323,646
323,119
323,119
324,201
324,201
324,201
324,823
324,823
324,941
324,941
325,103
325,103
325,844
325,844
325,844
326,633
326,298
327,116
327,86
327,86
328,36
328,36
329,983
329,541
329,541
329,541
330,957
330,957
330,561
330,561
330,561
331,930
331,930
331,977
331,977
331,977
331,700
331,700
331,100
332,655
332,655
332,655
332,966
332,966
332,670
332,670
332,670
332,71
332,71
333,834
333,834
333,834
333,742
333,742
333,742
334,761
334,761
334,761
334,34
334,34
334,34
334,247
334,247
334,247
334,363
335,613
335,613
335,613
335,556
336,197
336,690
336,690
336,195
337,525
338,819
338,819
338,59
338,59
338,267
338,21
338,21
338,21
339,827
339,827
339,766
339,766
339,42
339,42
339,42
340,425
340,425
340,425
341,565
341,565
341,565
341,451
341,451
341,451
341,280
341,38
341,38
341,38
341,44
341,44
341,44
342,965
342,752
343,783
343,783
343,783
343,594
343,594
344,368
344,86
344,86
344,361
344,361
344,361
344,408
344,408
344,408
345,710
345,710
345,710
345,508
345,508
345,508
345,785
345,785
346,351
346,351
346,351
346,227
347,608
347,955
347,955
348,849
348,849
348,849
348,388
348,38
348,255
349,574
350,940
351,546
351,546
351,39
351,39
351,453
351,453
352,900
353,494
353,494
353,302
353,302
353,302
354,98
355,199
355,199
355,199
355,656
355,656
355,656
355,933
355,933
355,933
355,232
356,897
356,948
356,948
356,824
357,873
357,873
357,873
357,333
357,333
357,333
358,866
358,866
358,866
359,509
359,997
359,997
359,997
360,716
360,716
360,122
360,122
360,122
360,553
360,514
360,519
361,226
361,226
361,742
361,742
361,742
361,118
361,118
361,118
362,150
363,455
363,851
363,851
363,69
363,69
363,69
363,837
363,837
364,551
364,551
364,551
364,42
364,42
364,42
364,789
364,789
364,789
364,222
364,222
364,222
365,876
365,876
365,876
365,280
365,280
365,280
365,30
365,30
365,30
365,723
365,610
365,610
365,610
366,227
366,227
366,667
366,667
366,458
366,134
366,134
366,134
367,758
367,758
367,758
367,88
367,653
367,653
367,833
367,833
367,833
367,422
368,695
368,695
368,695
368,455
368,455
368,455
368,859
368,859
368,866
368,866
368,866
368,903
368,903
369,1001
369,737
369,737
369,1001
369,1001
369,749
369,479
369,479
369,479
370,765
370,765
371,517
371,517
371,537
371,537
371,537
372,348
372,348
372,800
372,800
372,800
372,136
372,733
372,657
373,120
373,214
373,569
373,569
373,382
373,382
374,327
374,327
374,327
374,377
374,377
374,325
374,325
374,325
374,882
374,882
374,207
375,438
375,438
376,982
376,982
376,982
377,395
377,170
377,170
377,170
378,47
378,47
379,553
379,553
379,553
379,238
379,238
379,90
379,90
380,806
380,806
380,806
380,51
381,588
381,588
381,588
382,648
382,648
382,1012
382,666
382,993
382,993
382,989
383,728
383,728
383,531
383,531
383,374
383,744
383,695
384,152
384,885
384,885
384,65
384,65
384,438
384,438
384,438
385,312
385,312
385,196
385,196
386,762
386,762
386,762
386,873
386,873
386,170
386,170
386,170
386,881
386,881
386,496
387,275
387,275
387,500
387,543
387,543
387,870
387,490
388,279
388,279
388,279
389,406
389,406
389,406
389,98
389,98
389,782
389,507
389,507
389,507
389,889
389,889
389,889
390,137
390,716
390,716
390,716
390,657
390,819
391,884
391,884
391,424
391,424
391,424
392,378
392,521
392,521
393,85
393,85
393,883
393,883
393,883
393,478
393,664
394,844
394,725
394,725
394,725
394,882
394,882
394,910
395,612
395,48
395,48
395,48
396,322
396,322
396,322
396,281
396,12
396,12
396,144
396,527
396,527
396,527
397,968
397,968
397,968
397,252
397,580
397,61
398,39
398,39
398,145
398,219
398,219
398,219
399,619
399,484
399,900
399,36
399,36
399,36
400,995
400,995
400,95
400,95
400,688
400,688
400,688
400,546
401,79
401,79
401,79
402,666
403,277
403,271
403,271
403,271
403,645
403,645
403,784
403,784
403,784
403,956
404,177
404,559
404,559
404,847
404,847
404,847
405,115
405,760
405,760
405,760
405,108
405,108
405,829
406,461
406,338
406,993
406,993
406,993
406,89
406,858
406,858
406,858
407,686
407,686
407,686
408,975
408,975
408,975
409,590
409,590
409,590
409,389
409,389
410,229
410,229
410,229
410,75
410,75
410,883
410,883
410,883
410,717
410,717
410,717
411,680
411,680
411,951
411,951
411,951
411,515
412,438
412,438
412,545
412,545
412,545
413,932
413,932
413,932
413,469
413,469
413,794
414,719
415,484
415,484
415,484
415,979
415,979
415,1004
415,30
415,30
415,30
415,506
415,506
415,506
416,186
416,186
416,245
416,245
416,148
416,148
416,148
416,822
416,822
417,215
417,215
417,431
417,431
417,431
417,827
417,827
417,261
417,261
417,261
417,889
417,889
418,846
418,846
418,423
418,889
418,889
418,921
419,261
420,856
420,932
421,508
421,508
421,508
421,436
421,548
421,548
421,548
421,475
422,524
422,524
422,524
422,995
422,995
422,995
422,115
422,115
423,916
423,53
423,53
423,702
424,850
424,720
424,720
424,720
425,438
425,438
426,305
427,441
427,441
427,441
427,524
427,524
427,274
428,556
428,853
428,853
428,11
428,11
428,11
428,608
429,777
429,777
429,777
429,606
429,910
429,910
429,910
429,208
429,208
429,208
429,189
429,189
430,575
431,131
431,131
431,131
432,634
432,634
433,894
433,894
433,894
433,761
433,761
433,761
433,765
433,765
433,516
433,516
433,516
434,576
434,576
434,795
434,795
434,795
434,581
434,403
434,403
435,580
435,580
435,645
435,645
435,227
435,227
436,851
437,20
437,340
437,579
437,343
437,711
437,711
437,711
438,35
438,35
438,702
438,702
438,628
438,628
438,628
439,905
439,905
439,232
439,232
439,540
439,540
440,756
440,756
440,306
440,306
440,366
440,366
440,366
440,256
441,183
441,183
441,183
441,461
441,461
442,744
442,744
443,898
443,898
443,898
444,457
444,457
444,457
444,339
444,339
444,339
445,780
445,517
445,881
445,881
445,12
446,75
446,75
446,651
446,651
446,651
446,755
446,351
447,410
447,410
447,829
447,63
447,63
447,63
447,863
448,745
448,745
449,131
449,131
449,131
449,796
449,605
450,787
450,787
450,787
450,11
450,11
450,1013
450,1013
450,1013
450,97
450,97
451,461
451,461
451,461
451,360
451,360
451,255
451,255
451,255
451,555
451,959
451,959
452,462
452,800
452,800
452,660
452,660
453,725
453,725
453,882
453,882
453,89
453,89
453,556
453,556
453,701
453,701
454,901
454,901
454,25
454,25
455,342
455,342
456,855
456,415
456,415
456,877
456,877
457,259
457,171
457,754
457,754
457,754
457,531
457,69
458,565
458,565
458,565
458,366
458,366
458,110
458,110
458,110
458,344
459,890
459,890
459,203
459,203
459,203
460,97
460,97
461,81
462,410
462,410
462,410
463,587
463,147
463,147
463,147
464,307
464,307
464,307
464,189
464,189
464,189
464,443
464,443
464,443
464,64
464,236
464,236
465,275
465,275
465,171
465,171
465,171
465,546
465,546
465,546
465,812
465,812
466,125
466,125
466,216
466,216
466,216
466,386
466,384
466,384
467,695
467,695
467,695
467,136
467,136
467,136
468,147
468,147
469,69
469,69
469,698
469,698
469,923
469,923
469,606
469,606
469,606
470,379
470,379
470,379
470,222
470,333
470,203
470,203
470,203
471,456
471,456
471,642
472,834
472,797
472,651
472,651
472,651
473,644
474,405
474,405
474,747
475,81
475,81
475,529
475,895
475,895
475,895
476,363
476,597
476,597
477,309
477,854
477,854
477,854
477,910
477,678
477,678
478,477
478,477
478,477
479,814
479,363
479,74
479,74
479,74
480,718
480,718
480,718
481,417
481,115
481,115
481,632
481,129
481,129
481,129
482,147
482,147
483,833
484,186
484,186
484,186
484,466
484,466
484,531
485,51
485,51
485,241
485,241
486,47
486,978
486,784
486,506
486,506
487,420
487,420
487,420
487,962
488,312
488,312
488,312
488,850
488,850
488,850
488,148
489,165
489,165
490,716
490,716
490,616
490,616
490,291
490,291
491,255
491,255
491,255
491,574
492,588
492,588
492,588
492,836
492,850
492,562
492,562
492,562
493,1010
493,1010
493,1010
494,624
494,624
494,624
494,896
494,896
495,476
495,476
495,757
495,757
495,619
495,619
495,619
495,88
495,88
496,997
496,997
496,997
496,364
496,807
497,320
497,320
497,320
498,958
498,958
498,252
498,252
498,252
499,99
499,99
499,65
499,361
499,361
499,959
500,78
501,914
501,914
501,914
501,894
501,313
501,313
501,313
502,935
502,935
502,935
502,728
502,728
503,825
503,825
504,934
504,934
504,712
504,712
504,712
505,441
505,441
505,762
505,762
506,89
506,89
507,877
507,877
507,786
507,786
507,1002
507,1002
507,466
507,466
507,466
507,269
508,649
508,563
509,907
510,706
510,706
510,78
510,565
510,565
510,796
511,944
511,944
511,944
511,701
511,701
511,701
511,70
511,70
511,70
512,357
512,357
512,357
513,69
513,950
513,950
513,358
513,358
513,358
513,551
513,551
513,551
513,169
513,169
514,326
514,326
514,565
514,565
515,314
515,314
515,173
515,173
515,173
515,179
516,1013
516,256
516,480
516,480
516,480
516,641
516,641
516,641
516,498
516,498
517,106
517,613
517,351
517,886
518,510
518,512
518,467
519,366
519,366
519,1009
519,1009
519,1009
520,664
520,664
521,219
521,219
521,219
521,326
521,326
521,400
521,400
522,123
522,496
522,496
522,496
522,588
522,588
522,454
522,605
522,605
522,605
523,523
523,523
523,143
523,143
523,859
523,859
523,214
523,214
524,900
524,900
524,724
524,724
524,34
524,34
524,467
524,467
524,467
525,606
525,606
525,0
525,0
525,0
525,577
525,577
525,778
525,778
525,778
525,851
526,678
526,678
526,678
526,63
526,48
527,586
527,830
527,830
527,830
527,352
527,352
527,1005
527,1005
527,415
527,415
528,606
528,606
528,606
529,621
529,621
529,650
529,650
529,650
529,363
530,411
530,411
530,126
530,126
530,126
530,704
531,74
531,74
532,598
532,341
532,341
533,762
533,762
533,762
533,778
533,778
533,778
534,319
534,319
535,399
535,399
535,1006
535,192
535,192
535,509
535,509
535,215
535,215
536,803
537,256
537,256
538,551
539,122
539,122
539,489
539,338
540,867
540,867
540,989
540,989
540,735
541,490
541,490
542,115
542,880
542,880
542,880
542,748
543,224
543,224
543,394
543,394
543,982
543,982
543,982
544,699
544,828
544,828
544,600
544,529
544,529
545,94
545,94
545,471
545,685
545,685
545,625
546,568
546,850
546,850
546,850
547,962
547,803
547,833
547,833
547,955
547,990
548,607
548,931
549,131
549,131
549,131
549,666
549,666
549,666
549,951
549,951
549,951
549,238
549,238
549,238
550,580
550,580
550,580
550,448
550,448
551,552
551,552
551,663
551,550
551,301
551,301
552,245
552,245
552,2
552,2
552,1
552,1
552,1
552,49
552,49
553,739
553,556
553,556
553,556
553,440
553,440
553,440
553,340
553,1
554,525
554,8
554,8
554,8
554,974
554,974
554,974
555,188
555,188
555,188
555,344
556,995
556,995
556,995
556,615
556,615
556,565
556,565
556,638
557,620
557,620
557,409
557,833
557,899
557,899
557,152
557,152
558,97
558,97
558,954
558,954
559,955
559,955
559,955
559,837
559,837
559,837
560,766
560,766
560,766
560,791
560,791
560,791
560,359
560,236
560,236
561,913
561,913
561,913
561,958
561,958
561,958
562,726
562,726
562,548
562,660
562,660
562,981
562,981
563,723
563,723
563,441
563,441
563,142
563,142
563,6
564,466
564,466
564,466
564,757
564,757
564,980
564,980
564,980
564,495
565,637
565,637
565,697
565,697
565,697
565,305
565,823
565,823
566,947
566,947
566,947
566,912
566,912
566,730
566,741
566,741
566,741
566,423
566,423
567,462
568,91
568,91
568,91
568,936
568,936
568,936
568,480
568,480
569,978
569,978
569,978
569,281
569,281
570,729
570,729
571,818
571,382
571,382
571,31
571,31
571,31
571,899
571,899
571,89
571,89
572,416
572,416
572,416
572,45
572,752
572,752
573,557
573,557
573,557
573,841
573,841
573,841
573,53
573,53
573,53
574,913
574,417
574,417
574,163
575,788
575,788
575,349
576,480
576,480
576,393
576,393
576,393
576,470
576,470
576,470
576,749
576,749
576,749
577,286
578,488
578,488
578,297
579,882
579,527
579,527
579,716
579,716
579,716
580,22
580,22
581,745
581,745
581,745
582,857
582,981
582,169
582,313
583,738
583,738
583,765
583,765
584,903
585,488
585,488
585,898
585,360
585,360
585,360
585,896
585,896
585,84
585,84
586,589
586,589
586,336
586,336
586,336
586,504
586,504
586,469
586,469
586,578
587,572
587,572
587,696
587,549
587,549
587,549
587,381
587,381
588,416
588,416
588,416
588,434
588,434
588,434
588,120
588,120
588,120
589,299
589,299
589,239
590,97
590,97
590,97
590,239
590,239
590,887
590,887
590,491
590,430
591,258
591,258
591,258
591,794
592,61
592,61
592,21
592,21
592,21
593,593
593,593
593,593
593,142
